5774	5826	5186	5830	5800	5163	5205	5757	5754	5214	5808	5826	5223	5717	5694	5149	5871	5886	5221	5769	5728	5207	5879	5904	5255	5868	6104	5505	5639	2983
5885	5699	5689	5234	5794	5756	5173	5842	5841	5337	5940	5767	5177	5851	5835	5186	5163	5407	5752	5521	5231	5535	5483	5428	5876	5642	5732	6127	5601	2569
6112	5717	5699	5179	5643	5769	5301	5175	5466	5774	5514	5580	5554	5641	5668	5267	5891	5825	5209	5779	5734	5188	5226	5216	5815	6375	5796	5711	5678	2605
5396	5753	5510	5450	5708	5431	5409	5925	5666	5126	5785	5788	5145	5850	6111	5415	5502	5788	5427	5495	5791	5453	5143	6022	6042	5539	5696	5285	5482	2939
6003	5159	5181	5674	5645	5189	5741	5681	5587	5634	5573	5537	5525	5529	5176	5846	5809	5144	5799	5799	5213	5811	5777	5190	5599	5580	5641	5666	2588	-1
6171	5572	5174	5642	5587	5125	5585	5605	5764	6048	6092	5829	5239	5685	5608	5517	5657	5301	5824	5768	5121	5165	5641	5623	5561	5560	5194	5777	5716	2547
5717	5765	5972	5960	5170	5688	5666	5167	5782	5735	5191	5670	5565	5158	5816	5763	5246	5923	5837	5176	5721	5724	5395	5668	5399	6000	6040	5608	5738	2717
5671	5846	6021	6000	5273	5696	5577	5699	5730	5179	5796	5777	5344	5524	5354	6083	6037	5136	5330	5358	5217	5548	5495	5680	5935	5422	5808	5790	5340	2757
