5141	5790	6243	5767	5677	5814	5301	5479	5871	5933	6469	6076	5211	5779	3161
5176	5260	5125	5801	5859	5203	5556	5702	5304	5630	5631	5436	5403	5119	2570
5616	5823	5188	5764	5737	5685	5695	5232	5659	5603	5219	5708	5694	5176	2573
5550	5706	6073	5566	5347	5781	5638	5159	5693	5703	5159	5673	5695	5289	2682
5073	5683	5641	5178	5242	5190	5825	5903	5280	5803	5788	5724	6321	5756	2549
5112	5771	5767	5346	5632	5465	5445	5600	5329	5916	5862	5147	5656	5653	2587
5325	5739	5489	5488	5547	5208	5696	5817	5309	5707	5689	5167	5801	5840	2613
5070	5835	5840	5179	5382	5672	5473	5459	5641	5373	5341	5672	5555	5492	2871
