4872	5410	6170	6317	5218	6135	5493	5109	5849	5893	5973	6965	5187	5236	6322
4944	5409	5110	5139	6463	5255	5151	5961	5443	5165	6095	5166	5705	5100	5139
4778	6454	5193	5184	6344	5130	6241	5149	5316	6002	5204	5234	6182	5205	5146
5919	5181	6232	5913	5218	5476	6086	5189	5128	6259	5148	5170	6176	5214	5364
4964	5182	6183	5100	5257	5227	5154	6495	5311	5249	6357	5220	6228	6413	5099
4984	5240	6302	5233	5459	5806	5124	5765	5436	5222	6610	5115	5180	6132	5174
5001	5648	5830	5147	5829	5264	5152	6239	5396	5223	6191	5187	5148	6455	5226
4981	5158	6512	5168	5191	5574	5771	5175	5743	5539	5207	5474	5869	5241	5742
